amount,drivetrain,payment_year,disadvantaged,publicorprivate,grossvehicleweight,manufacturer,vocationaluse,infrastructure,county,assemblydistrict,senatedistrict,air_district,censustract,fleetzipcode
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001201,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,San Joaquin County,Assembly District 13,Senate District 05,San Joaquin Valley Unified APCD,Tract 06077003700,ZIP Code 95215
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001500,ZIP Code 93725
132000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Freightliner,Truck - Tractor,No,Fresno County,Assembly District 31,Senate District 14,San Joaquin Valley Unified APCD,Tract 06019001500,ZIP Code 93725
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543905,ZIP Code 90745
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543905,ZIP Code 90745
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543905,ZIP Code 90745
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543905,ZIP Code 90745
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543905,ZIP Code 90745
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Peterbilt,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Peterbilt,Truck - Tractor,No,Riverside County,Assembly District 60,Senate District 31,South Coast AQMD,Tract 06065040607,ZIP Code 91752
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Los Angeles County,Assembly District 64,Senate District 35,South Coast AQMD,Tract 06037543306,ZIP Code 90810
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,Orange County,Assembly District 65,Senate District 32,South Coast AQMD,Tract 06059110606,ZIP Code 90621
150000,ZEV-BEV,UnRedeemed,No,Private,"33,001 and up","BYD Motors, Inc.",Truck - Tractor,No,Los Angeles County,Assembly District 70,Senate District 33,South Coast AQMD,Tract 06037980018,ZIP Code 90807
150000,ZEV-BEV,UnRedeemed,No,Private,"33,001 and up","BYD Motors, Inc.",Truck - Tractor,No,Los Angeles County,Assembly District 70,Senate District 33,South Coast AQMD,Tract 06037980018,ZIP Code 90807
150000,ZEV-BEV,UnRedeemed,No,Private,"33,001 and up","BYD Motors, Inc.",Truck - Tractor,No,Los Angeles County,Assembly District 70,Senate District 33,South Coast AQMD,Tract 06037980018,ZIP Code 90807
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
150000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Kenworth,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071002704,ZIP Code 92377
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
168000,ZEV-BEV,UnRedeemed,Yes,Private,"33,001 and up",Volvo,Truck - Tractor,No,San Bernardino County,Assembly District 47,Senate District 20,South Coast AQMD,Tract 06071012400,ZIP Code 92408
